video_id,title,description,title_description,label1,label2
c5vPqxQ3jrs,"RATIRL, Zlators, YamatosDeath, Drututt and Elite500 play CLASH Pt. 1","https://store.streamelements.com/ratirl

Game 1.

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

0:00 - 2:47 Start
2:47 - 5:03 RATIRL 1v1 Zlators Master Yi
5:03 - 11:48 Theorycrafting a Comp
11:48 - 16:32 Champ Select/Draft
16:32 - 36:23 Game

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.","RATIRL, Zlators, YamatosDeath, Drututt and Elite500 play CLASH Pt. 1 https://store.streamelements.com/ratirl

Game 1.

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

0:00 - 2:47 Start
2:47 - 5:03 RATIRL 1v1 Zlators Master Yi
5:03 - 11:48 Theorycrafting a Comp
11:48 - 16:32 Champ Select/Draft
16:32 - 36:23 Game

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.",yes,"RATIRL, Zlators, YamatosDeath, Drututt, Elite500"
n_8gS9hbv9Q,The TF Blade and RATIRL Drama,"https://store.streamelements.com/ratirl

ur eyes been dead.

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.","The TF Blade and RATIRL Drama https://store.streamelements.com/ratirl

ur eyes been dead.

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.",yes,"TF Blade, RATIRL"
bJnAeGPK0LM,League of Legends still doesn't have VOICE CHAT ft. YamatosDeath and Jackspektra,"https://store.streamelements.com/ratirl

Drututt on the enemy team.

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.","League of Legends still doesn't have VOICE CHAT ft. YamatosDeath and Jackspektra https://store.streamelements.com/ratirl

Drututt on the enemy team.

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.",yes,"YamatosDeath, Jackspektra"
IKfbqrA_CQk,Only RATIRL could LOSE this game ft. Drututt,"https://store.streamelements.com/ratirl

With a Pentakill too?

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.","Only RATIRL could LOSE this game ft. Drututt https://store.streamelements.com/ratirl

With a Pentakill too?

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.",yes,Drututt
u8lqdIZFmJQ,The worst game RATIRL has ever played ft. Drututt,"https://store.streamelements.com/ratirl

Unplayable literally?

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.","The worst game RATIRL has ever played ft. Drututt https://store.streamelements.com/ratirl

Unplayable literally?

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.",yes,Drututt
tbx4anENnE8,Twitch's Items change every game ft. Fencebarcode,"https://store.streamelements.com/ratirl

Every game is different.

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.","Twitch's Items change every game ft. Fencebarcode https://store.streamelements.com/ratirl

Every game is different.

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.",yes,Fencebarcode
KZ0nM5rqz0g,RATIRL VS THEBAUSFFS,"https://store.streamelements.com/ratirl

SIMONN.

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.","RATIRL VS THEBAUSFFS https://store.streamelements.com/ratirl

SIMONN.

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.",yes,"RATIRL, THEBAUSFFS"
SiO1D-96ja4,AVERAGE RATIRL VIEWER ft. YamatosDeath,"https://store.streamelements.com/ratirl

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.","AVERAGE RATIRL VIEWER ft. YamatosDeath https://store.streamelements.com/ratirl

My Socials -
Twitch - https://www.twitch.tv/ratirl
Twitter - https://twitter.com/aatroxcarry
Instagram - https://www.instagram.com/ratirl_lol/
TikTok - https://www.tiktok.com/@rabbithunterdan79

Outro Song: Wiguez - Nine Roses

#RATIRL #StreamHighlights

If you have business inquiries or if a video contains a song of yours that you wish to have removed please contact ratirlbusiness@gmail.com before taking action.",yes,YamatosDeath
mpu-IAFT6CI,CLASH WITH THE BOYS FT. @Elite50000 @ELOSANTA @DoaenelYT @SipofcolaTV,"Like and comment if u enjoyed the video it helps a lot

📺 Watch Me Live At: Twitch: https://www.twitch.tv/drututt
📱 Follow me On Tiktok: https://www.tiktok.com/@drututtlol
🐦 Follow Me On Twitter: https://twitter.com/Drututt
🎮 Join My Discord server: https://discord.gg/Drututt

Thumbnail by: https://www.patreon.com/livy0
https://twitter.com/LivyPoz
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾
Business Contact ➡️ drututtbusiness@gmail.com
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾

#Twitch #Highlights #LiveStream #Gameplay #Drututt","CLASH WITH THE BOYS FT. @Elite50000 @ELOSANTA @DoaenelYT @SipofcolaTV Like and comment if u enjoyed the video it helps a lot

📺 Watch Me Live At: Twitch: https://www.twitch.tv/drututt
📱 Follow me On Tiktok: https://www.tiktok.com/@drututtlol
🐦 Follow Me On Twitter: https://twitter.com/Drututt
🎮 Join My Discord server: https://discord.gg/Drututt

Thumbnail by: https://www.patreon.com/livy0
https://twitter.com/LivyPoz
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾
Business Contact ➡️ drututtbusiness@gmail.com
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾

#Twitch #Highlights #LiveStream #Gameplay #Drututt",yes,"Elite50000, ELOSANTA, DoaenelYT, SipofcolaTV"
rUiIczVraq4,DOMINATING WHOLE EUW FT. RATIRL,"MAKE SURE TO CHECK OUT ALCHEMY STARS USING MY LINK, JOIN WHILE U CAN CUZ THE GAME JUST STARTED ITS FIRST ANNIVERSERY AND IT HAS AMAZING REWARDS, ASWELL AS BEIGN VERY F2P FRIENDLY https://uberstrategist.link/Drututt-Alchemy-Stars

📺 Watch Me Live At: Twitch: https://www.twitch.tv/drututt
📱 Follow me On Tiktok: https://www.tiktok.com/@drututtlol
🐦 Follow Me On Twitter: https://twitter.com/Drututt
🎮 Join My Discord server: https://discord.gg/Drututt
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾
Business Contact ➡️ drututtbusiness@gmail.com
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾

#Twitch #Highlights #LiveStream #Gameplay #Drututt","DOMINATING WHOLE EUW FT. RATIRL MAKE SURE TO CHECK OUT ALCHEMY STARS USING MY LINK, JOIN WHILE U CAN CUZ THE GAME JUST STARTED ITS FIRST ANNIVERSERY AND IT HAS AMAZING REWARDS, ASWELL AS BEIGN VERY F2P FRIENDLY https://uberstrategist.link/Drututt-Alchemy-Stars

📺 Watch Me Live At: Twitch: https://www.twitch.tv/drututt
📱 Follow me On Tiktok: https://www.tiktok.com/@drututtlol
🐦 Follow Me On Twitter: https://twitter.com/Drututt
🎮 Join My Discord server: https://discord.gg/Drututt
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾
Business Contact ➡️ drututtbusiness@gmail.com
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾

#Twitch #Highlights #LiveStream #Gameplay #Drututt",yes,RATIRL
BjUjsjuye7w,HAVING FUN WITH THE RAT FT. RATIRL,"Like and comment if u enjoyed the video it helps a lot

📺 Watch Me Live At: Twitch: https://www.twitch.tv/drututt
📱 Follow me On Tiktok: https://www.tiktok.com/@drututtlol
🐦 Follow Me On Twitter: https://twitter.com/Drututt
🎮 Join My Discord server: https://discord.gg/Drututt
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾
Business Contact ➡️ drututtbusiness@gmail.com
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾

#Twitch #Highlights #LiveStream #Gameplay #Drututt","HAVING FUN WITH THE RAT FT. RATIRL Like and comment if u enjoyed the video it helps a lot

📺 Watch Me Live At: Twitch: https://www.twitch.tv/drututt
📱 Follow me On Tiktok: https://www.tiktok.com/@drututtlol
🐦 Follow Me On Twitter: https://twitter.com/Drututt
🎮 Join My Discord server: https://discord.gg/Drututt
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾
Business Contact ➡️ drututtbusiness@gmail.com
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾

#Twitch #Highlights #LiveStream #Gameplay #Drututt",yes,RATIRL
a92eHqt3v94,THIS GAME IS PROOF WE NEED VOICE CHAT IN LEAGUE FT. MIKYX & VEIGARV2,"Like and comment if u enjoyed the video it helps a lot

📺 Watch Me Live At: Twitch: https://www.twitch.tv/drututt
📱 Follow me On Tiktok: https://www.tiktok.com/@drututtlol
🐦 Follow Me On Twitter: https://twitter.com/Drututt
🎮 Join My Discord server: https://discord.gg/Drututt

Thumbnail by:
https://www.instagram.com/vhitte_/
https://twitter.com/Vhite14
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾
Business Contact ➡️ drututtbusiness@gmail.com
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾

#Twitch #Highlights #LiveStream #Gameplay #Drututt","THIS GAME IS PROOF WE NEED VOICE CHAT IN LEAGUE FT. MIKYX & VEIGARV2 Like and comment if u enjoyed the video it helps a lot

📺 Watch Me Live At: Twitch: https://www.twitch.tv/drututt
📱 Follow me On Tiktok: https://www.tiktok.com/@drututtlol
🐦 Follow Me On Twitter: https://twitter.com/Drututt
🎮 Join My Discord server: https://discord.gg/Drututt

Thumbnail by:
https://www.instagram.com/vhitte_/
https://twitter.com/Vhite14
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾
Business Contact ➡️ drututtbusiness@gmail.com
╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾╼╾

#Twitch #Highlights #LiveStream #Gameplay #Drututt",yes,"MIKYX, VEIGARV2"
Wn63tELUarw,"I FINALLY HIT RANK 1 (ft. @KingNidhogg, DAVEDAD ) *EDITED*","Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor: https://twitter.com/Antwan1711
------------------------------------------------------------------------
Songs used:
Undertale OST: 054 - Hotel 
Bravely Default - Flying Fairy OST - 23 Fighting to the End
Undertale OST: 080 - Finale
Brand X Music - Chain Reaction [Epic Music - Epic Battle Music]
Music from Tunetank.com
RageSound - Vortex (No Copyright Music)
Download free: https://tunetank.com/tracks/3955-vortex/

Don't forget to like and subscribe","I FINALLY HIT RANK 1 (ft. @KingNidhogg, DAVEDAD ) *EDITED* Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor: https://twitter.com/Antwan1711
------------------------------------------------------------------------
Songs used:
Undertale OST: 054 - Hotel 
Bravely Default - Flying Fairy OST - 23 Fighting to the End
Undertale OST: 080 - Finale
Brand X Music - Chain Reaction [Epic Music - Epic Battle Music]
Music from Tunetank.com
RageSound - Vortex (No Copyright Music)
Download free: https://tunetank.com/tracks/3955-vortex/

Don't forget to like and subscribe",yes,"KingNidhogg, DAVEDAD"
LpLI_RvissE,RANK 1 LB DIDN'T EXPECT MY PYKE ADC ft. bobqinXD,"Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol","RANK 1 LB DIDN'T EXPECT MY PYKE ADC ft. bobqinXD Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol",yes,bobqinXD
0s7aXvgDk9g,DAVEMON GAREN??? ft. Vakin,"Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol","DAVEMON GAREN??? ft. Vakin Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol",yes,Vakin
swUd02b4XIQ,THE RETURN OF DAVEMON & ALICOPTER,"Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol","THE RETURN OF DAVEMON & ALICOPTER Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol",yes,"DAVEMON, ALICOPTER"
omAyoe3BSU0,"Davemon and Alicopter go for kill hunting in summoner's rift (ft. Tarzaned, Soulmario)","Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan9451 
------------------------------------------------------------------------
Songs used:
Wii Shop Channel Main Theme (HQ)
Jungle Japes - Super Smash Bros. Melee
Boss Battle   Primrose ver - Octopath Traveler - OST [ Switch ]
Spider Dance - Undertale - Gooseworx Cover
God Hand OST - 02 - Gene's Rock A Bye
Wii Music - Gaming Background Music (HD)","Davemon and Alicopter go for kill hunting in summoner's rift (ft. Tarzaned, Soulmario) Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan9451 
------------------------------------------------------------------------
Songs used:
Wii Shop Channel Main Theme (HQ)
Jungle Japes - Super Smash Bros. Melee
Boss Battle   Primrose ver - Octopath Traveler - OST [ Switch ]
Spider Dance - Undertale - Gooseworx Cover
God Hand OST - 02 - Gene's Rock A Bye
Wii Music - Gaming Background Music (HD)",yes,"Tarzaned, Soulmario"
YtPiBbO9Hs4,ZAMN HE GOT 15 KILLS ?!??!? - Davemon ft.@Alicopter,"Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan
Thubnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Songs used:
Wii Music - Gaming Background Music (HD)
Ben 10 Alien Force: Vilgax Attacks Soundtrack - Mr. Smoothie
Hades - Out of Tartarus
Wii Shop Channel Main Theme (HQ)","ZAMN HE GOT 15 KILLS ?!??!? - Davemon ft.@Alicopter Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan
Thubnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Songs used:
Wii Music - Gaming Background Music (HD)
Ben 10 Alien Force: Vilgax Attacks Soundtrack - Mr. Smoothie
Hades - Out of Tartarus
Wii Shop Channel Main Theme (HQ)",yes,Alicopter
4pB3Vv1KjfE,The Pyke of 87 ?!?!? - Davemon ft.@Alicopter@IKeepItTaco,"Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thubnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Songs used:
[Official] Doodle Champion Island Games - Overworld
Yu-Gi-Oh! 5D's - Sound Duel 2 - Disc 2 - 24. Kyosuke Kiryu
Yu-Gi-Oh 5D's Yusei Battle Theme Extended Version
Elevator Music - Gaming Background Music","The Pyke of 87 ?!?!? - Davemon ft.@Alicopter@IKeepItTaco Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thubnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Songs used:
[Official] Doodle Champion Island Games - Overworld
Yu-Gi-Oh! 5D's - Sound Duel 2 - Disc 2 - 24. Kyosuke Kiryu
Yu-Gi-Oh 5D's Yusei Battle Theme Extended Version
Elevator Music - Gaming Background Music",yes,"Alicopter, IKeepItTaco"
BXWt37kvXFk,DON'T CALL @Alicopter FOR DUO AT 3 AM!! - Davemon,"Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thubnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Songs used:
[Official] Doodle Champion Island Games - Overworld
Jungle Japes - Super Smash Bros. Melee
Persona 5 - Last Surprise (Filtered Instrumental)
Wii Music - Gaming Background Music (HD)","DON'T CALL @Alicopter FOR DUO AT 3 AM!! - Davemon Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thubnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Songs used:
[Official] Doodle Champion Island Games - Overworld
Jungle Japes - Super Smash Bros. Melee
Persona 5 - Last Surprise (Filtered Instrumental)
Wii Music - Gaming Background Music (HD)",yes,Alicopter
LLDUy7o8VF4,How high can we go without losing? - Davemon ( ft.@Alicopter ),"Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thumbnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Song used: 
[Official] Doodle Champion Island Games - Overworld
Sneaky Snitch (Kevin MacLeod) - Gaming Background Music (HD)
Grandia 2 II Battle Theme 
Romancing SaGa ~Minstrel Song~ - Prelude of Battle
The Last Remnant OST - Sword Sparks","How high can we go without losing? - Davemon ( ft.@Alicopter ) Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thumbnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Song used: 
[Official] Doodle Champion Island Games - Overworld
Sneaky Snitch (Kevin MacLeod) - Gaming Background Music (HD)
Grandia 2 II Battle Theme 
Romancing SaGa ~Minstrel Song~ - Prelude of Battle
The Last Remnant OST - Sword Sparks",yes,Alicopter
v7L8q9tBXAY,We are inside your Bronze Games getting 50 kills - Davemon ft. @Alicopter,"Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thumbnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Song used: 
[Official] Doodle Champion Island Games - Overworld
Rude Buster (Battle) - Deltarune 
Sen no Kiseki Super Arrange Version - Don't be Defeated by a Friend!
Hades - Out of Tartarus
Wii Shop Channel Main Theme (HQ)
Langrisser I & II OST - Kingdom Knight
God Hand OST - 02 - Gene's Rock A Bye
Rayman Legends Soundtrack - Dragon Slayer
0:00 Intro
1:42 Pyke 50 kills gameplay
16:12 In queue/Champ select
18:06 Garen Gameplay
26:10 Outro","We are inside your Bronze Games getting 50 kills - Davemon ft. @Alicopter Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thumbnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Song used: 
[Official] Doodle Champion Island Games - Overworld
Rude Buster (Battle) - Deltarune 
Sen no Kiseki Super Arrange Version - Don't be Defeated by a Friend!
Hades - Out of Tartarus
Wii Shop Channel Main Theme (HQ)
Langrisser I & II OST - Kingdom Knight
God Hand OST - 02 - Gene's Rock A Bye
Rayman Legends Soundtrack - Dragon Slayer
0:00 Intro
1:42 Pyke 50 kills gameplay
16:12 In queue/Champ select
18:06 Garen Gameplay
26:10 Outro",yes,Alicopter
Bf6ei3Y9gxc,Is Pyke Alistar the only way to get out of Bronze ? - Davemon ft. @Alicopter,"Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thumbnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Songs used:
[Official] Doodle Champion Island Games - Overworld
Gerudo Valley - The Legend of Zelda - Ocarina Of Time
Yu-Gi-Oh 5D's Yusei Battle Theme
Tales of Graces- Drawing! Grind! (Adolescent Battle Theme) 
0:00 Intro
2:02 Pyke Gameplay
9:23 In queue/Champ select
11:16 Samira Gameplay
16:53 Outro","Is Pyke Alistar the only way to get out of Bronze ? - Davemon ft. @Alicopter Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thumbnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Songs used:
[Official] Doodle Champion Island Games - Overworld
Gerudo Valley - The Legend of Zelda - Ocarina Of Time
Yu-Gi-Oh 5D's Yusei Battle Theme
Tales of Graces- Drawing! Grind! (Adolescent Battle Theme) 
0:00 Intro
2:02 Pyke Gameplay
9:23 In queue/Champ select
11:16 Samira Gameplay
16:53 Outro",yes,Alicopter
ygdPAPZEnjc,30+ Kills With Double Stealth Combo - Davemon ft. @Alicopter,"Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thumbnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Songs used:
Rayman Legends Soundtrack - Dragon Slayer
[Official] Doodle Champion Island Games - Overworld
Jungle Japes - Super Smash Bros. Melee
Yu-Gi-Oh! 5D's - Sound Duel 2 - Disc 2 - 24. Kyosuke Kiryu
On the Edge (Eternal Engine) - Sonic Adventure 2 [OST]
Gravity Rush 2 OST Boss Battle Theme
Wii Shop Channel Main Theme (HQ)","30+ Kills With Double Stealth Combo - Davemon ft. @Alicopter Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thumbnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------
Songs used:
Rayman Legends Soundtrack - Dragon Slayer
[Official] Doodle Champion Island Games - Overworld
Jungle Japes - Super Smash Bros. Melee
Yu-Gi-Oh! 5D's - Sound Duel 2 - Disc 2 - 24. Kyosuke Kiryu
On the Edge (Eternal Engine) - Sonic Adventure 2 [OST]
Gravity Rush 2 OST Boss Battle Theme
Wii Shop Channel Main Theme (HQ)",yes,Alicopter
2sLX3HCVHk4,30 Minutes of Davemon Alicopter Duo,"Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thubnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------","30 Minutes of Davemon Alicopter Duo Follow my social medias!:
Twitch: https://twitch.tv/xdavemon
Twitter: https://twitter.com/davemonlol
------------------------------------------------------------------------
Editor's Socials
Twitter: https://twitter.com/Antwan1711
Discord: Antwan 9451 
Thubnail by: https://twitter.com/kanai_nb
------------------------------------------------------------------------",yes,Alicopter
