video_id,title,description,title_description,label1
FKl3oJG0I6Y,Is Sunderer Katarina DEAD?,"👾 Watch me LIVE on Twitch: https://www.twitch.tv/katevolved
🚨 2nd Channel (Full Gameplay): https://www.youtube.com/channel/UCduCPIWb2ZEF5hvaVcoVIWQ?sub_confirmation=1
⇩ OPEN ME ⇩

0:00 - Sunderer Nerfs
1:13 - The (Incorrect) Shift from Assassin to Bruiser
2:23 - Gameplay

➡️ Business Inquiries: contact@katevolved.gg

Follow my Socials:
► Twitch: https://www.twitch.tv/katevolved
► Twitter:  https://www.twitter.com/katevolved
► Instagram: https://www.instagram.com/jacksondohan
► Discord: https://discord.gg/katevolved
► Facebook: https://www.facebook.com/KatEvolvedlol
► Tiktok: https://www.tiktok.com/@katevolved
► Patreon: https://patreon.com/katevolved

#KatEvolved #LeagueOfLegends #Katarina 

Pentakill, Katarina, KatEvolved, Penta, Katarina Season 12, katarina runes, katarina guide, challenger katarina, best katarina, lol montage, lol highlights, league of legends montage, katarina patch, sunderer katarina, katarina buffs","Is Sunderer Katarina DEAD? 👾 Watch me LIVE on Twitch: https://www.twitch.tv/katevolved
🚨 2nd Channel (Full Gameplay): https://www.youtube.com/channel/UCduCPIWb2ZEF5hvaVcoVIWQ?sub_confirmation=1
⇩ OPEN ME ⇩

0:00 - Sunderer Nerfs
1:13 - The (Incorrect) Shift from Assassin to Bruiser
2:23 - Gameplay

➡️ Business Inquiries: contact@katevolved.gg

Follow my Socials:
► Twitch: https://www.twitch.tv/katevolved
► Twitter:  https://www.twitter.com/katevolved
► Instagram: https://www.instagram.com/jacksondohan
► Discord: https://discord.gg/katevolved
► Facebook: https://www.facebook.com/KatEvolvedlol
► Tiktok: https://www.tiktok.com/@katevolved
► Patreon: https://patreon.com/katevolved

#KatEvolved #LeagueOfLegends #Katarina 

Pentakill, Katarina, KatEvolved, Penta, Katarina Season 12, katarina runes, katarina guide, challenger katarina, best katarina, lol montage, lol highlights, league of legends montage, katarina patch, sunderer katarina, katarina buffs",no
hW5tqSg4Kbs,SUNDERER NERFED? WE'LL SEE ABOUT THAT...,"👾 Watch me LIVE on Twitch: https://www.twitch.tv/katevolved
🚨 2nd Channel (Full Gameplay): https://www.youtube.com/channel/UCduCPIWb2ZEF5hvaVcoVIWQ?sub_confirmation=1
⇩ OPEN ME ⇩

➡️ Business Inquiries: contact@katevolved.gg

Follow my Socials:
► Twitch: https://www.twitch.tv/katevolved
► Twitter:  https://www.twitter.com/katevolved
► Instagram: https://www.instagram.com/jacksondohan
► Discord: https://discord.gg/katevolved
► Facebook: https://www.facebook.com/KatEvolvedlol
► Tiktok: https://www.tiktok.com/@katevolved
► Patreon: https://patreon.com/katevolved

#KatEvolved #LeagueOfLegends #Katarina 

Pentakill, Katarina, KatEvolved, Penta, Katarina Season 12, katarina runes, katarina guide, challenger katarina, best katarina, lol montage, lol highlights, league of legends montage, katarina patch, sunderer katarina, katarina buffs","SUNDERER NERFED? WE'LL SEE ABOUT THAT... 👾 Watch me LIVE on Twitch: https://www.twitch.tv/katevolved
🚨 2nd Channel (Full Gameplay): https://www.youtube.com/channel/UCduCPIWb2ZEF5hvaVcoVIWQ?sub_confirmation=1
⇩ OPEN ME ⇩

➡️ Business Inquiries: contact@katevolved.gg

Follow my Socials:
► Twitch: https://www.twitch.tv/katevolved
► Twitter:  https://www.twitter.com/katevolved
► Instagram: https://www.instagram.com/jacksondohan
► Discord: https://discord.gg/katevolved
► Facebook: https://www.facebook.com/KatEvolvedlol
► Tiktok: https://www.tiktok.com/@katevolved
► Patreon: https://patreon.com/katevolved

#KatEvolved #LeagueOfLegends #Katarina 

Pentakill, Katarina, KatEvolved, Penta, Katarina Season 12, katarina runes, katarina guide, challenger katarina, best katarina, lol montage, lol highlights, league of legends montage, katarina patch, sunderer katarina, katarina buffs",no
cAiYDtpvchQ,SUNFIRE KATARINA IS HERE TO STAY,"👾 Watch me LIVE on Twitch: https://www.twitch.tv/katevolved
🚨 2nd Channel (Full Gameplay): https://www.youtube.com/channel/UCduCPIWb2ZEF5hvaVcoVIWQ?sub_confirmation=1
⇩ OPEN ME ⇩

➡️ Business Inquiries: contact@katevolved.gg

Follow my Socials:
► Twitch: https://www.twitch.tv/katevolved
► Twitter:  https://www.twitter.com/katevolved
► Instagram: https://www.instagram.com/jacksondohan
► Discord: https://discord.gg/katevolved
► Facebook: https://www.facebook.com/KatEvolvedlol
► Tiktok: https://www.tiktok.com/@katevolved
► Patreon: https://patreon.com/katevolved

0:00 Intro
0:26 Build Explanation (Dummy Test)
1:17 Other Items in Build
2:23 Gameplay 1
7:05 How does Sunfire Passive work?
8:14 When NOT to build Sunfire Aegis
8:29 Gameplay 2

#KatEvolved #LeagueOfLegends #Katarina 

Pentakill, Katarina, KatEvolved, Penta, Katarina Season 12, katarina runes, katarina guide, challenger katarina, best katarina, lol montage, lol highlights, league of legends montage, katarina patch, sunderer katarina, katarina buffs","SUNFIRE KATARINA IS HERE TO STAY 👾 Watch me LIVE on Twitch: https://www.twitch.tv/katevolved
🚨 2nd Channel (Full Gameplay): https://www.youtube.com/channel/UCduCPIWb2ZEF5hvaVcoVIWQ?sub_confirmation=1
⇩ OPEN ME ⇩

➡️ Business Inquiries: contact@katevolved.gg

Follow my Socials:
► Twitch: https://www.twitch.tv/katevolved
► Twitter:  https://www.twitter.com/katevolved
► Instagram: https://www.instagram.com/jacksondohan
► Discord: https://discord.gg/katevolved
► Facebook: https://www.facebook.com/KatEvolvedlol
► Tiktok: https://www.tiktok.com/@katevolved
► Patreon: https://patreon.com/katevolved

0:00 Intro
0:26 Build Explanation (Dummy Test)
1:17 Other Items in Build
2:23 Gameplay 1
7:05 How does Sunfire Passive work?
8:14 When NOT to build Sunfire Aegis
8:29 Gameplay 2

#KatEvolved #LeagueOfLegends #Katarina 

Pentakill, Katarina, KatEvolved, Penta, Katarina Season 12, katarina runes, katarina guide, challenger katarina, best katarina, lol montage, lol highlights, league of legends montage, katarina patch, sunderer katarina, katarina buffs",no
yum_UGFW0PE,THE ULTIMATE ONE SHOT BUILD,"DOWNLOAD POROFESSOR FOR FREE ✅: https://link.overwolf.com/poro-katevolved

⇩ OPEN ME ⇩
👾 Watch me LIVE on Twitch: https://www.twitch.tv/katevolved
🚨 2nd Channel (Full Gameplay): https://www.youtube.com/channel/UCduCPIWb2ZEF5hvaVcoVIWQ?sub_confirmation=1
🚨 VODs Channel: https://www.youtube.com/channel/UCk1nFjV9LnR0vfC3w4V-jJA?sub_confirmation=1
🚨 Clips Channel: https://www.youtube.com/channel/UCffdIiK2vSt7n91Hi31cwaA?sub_confirmation=1

➡️ Business Inquiries: contact@katevolved.gg

Follow my Socials:
► Twitch: https://www.twitch.tv/katevolved
► Twitter:  https://www.twitter.com/katevolved
► Instagram: https://www.instagram.com/jacksondohan
► Discord: https://discord.gg/katevolved
► Facebook: https://www.facebook.com/KatEvolvedlol
► Tiktok: https://www.tiktok.com/@katevolved
► Patreon: https://patreon.com/katevolved

#KatEvolved #LeagueOfLegends #Katarina 

Pentakill, Katarina, KatEvolved, Penta, Katarina Season 12, katarina runes, katarina guide, challenger katarina, best katarina, lol montage, lol highlights, league of legends montage, katarina patch, sunderer katarina, katarina buffs","THE ULTIMATE ONE SHOT BUILD DOWNLOAD POROFESSOR FOR FREE ✅: https://link.overwolf.com/poro-katevolved

⇩ OPEN ME ⇩
👾 Watch me LIVE on Twitch: https://www.twitch.tv/katevolved
🚨 2nd Channel (Full Gameplay): https://www.youtube.com/channel/UCduCPIWb2ZEF5hvaVcoVIWQ?sub_confirmation=1
🚨 VODs Channel: https://www.youtube.com/channel/UCk1nFjV9LnR0vfC3w4V-jJA?sub_confirmation=1
🚨 Clips Channel: https://www.youtube.com/channel/UCffdIiK2vSt7n91Hi31cwaA?sub_confirmation=1

➡️ Business Inquiries: contact@katevolved.gg

Follow my Socials:
► Twitch: https://www.twitch.tv/katevolved
► Twitter:  https://www.twitter.com/katevolved
► Instagram: https://www.instagram.com/jacksondohan
► Discord: https://discord.gg/katevolved
► Facebook: https://www.facebook.com/KatEvolvedlol
► Tiktok: https://www.tiktok.com/@katevolved
► Patreon: https://patreon.com/katevolved

#KatEvolved #LeagueOfLegends #Katarina 

Pentakill, Katarina, KatEvolved, Penta, Katarina Season 12, katarina runes, katarina guide, challenger katarina, best katarina, lol montage, lol highlights, league of legends montage, katarina patch, sunderer katarina, katarina buffs",no
Ws36bRTNcLs,Corki Gaming vs Showmaker,"Install Raid for Free ✅ IOS/ANDROID/PC: https://clcr.me/nMm6IN and get a special starter pack 💥 Available only for the next 30 days

● Download Mobalytics, the all-in-one companion for League of Legends  -https://mobalytics.gg/nemesis/yt

● Follow me on social media:
https://twitch.tv/lol_nemesis
https://instagram.com/lol_nemesis
https://twitter.com/nemesis_lol

● Editor of this video: Twiddli
https://twitter.com/Twiddli
https://www.youtube.com/c/Twiddli/videos

● Join my discord for updates, announcements and more: 
https://discord.gg/lolnemesis

#Nemesis #Showmaker #Corki","Corki Gaming vs Showmaker Install Raid for Free ✅ IOS/ANDROID/PC: https://clcr.me/nMm6IN and get a special starter pack 💥 Available only for the next 30 days

● Download Mobalytics, the all-in-one companion for League of Legends  -https://mobalytics.gg/nemesis/yt

● Follow me on social media:
https://twitch.tv/lol_nemesis
https://instagram.com/lol_nemesis
https://twitter.com/nemesis_lol

● Editor of this video: Twiddli
https://twitter.com/Twiddli
https://www.youtube.com/c/Twiddli/videos

● Join my discord for updates, announcements and more: 
https://discord.gg/lolnemesis

#Nemesis #Showmaker #Corki",no
GJ9QNQo6dcw,MY BEST YONE GAME EVER,"● Download Mobalytics, the all-in-one companion for League of Legends  -https://mobalytics.gg/nemesis/yt

● Follow me on social media:
https://twitch.tv/lol_nemesis
https://instagram.com/lol_nemesis
https://twitter.com/nemesis_lol

● Join my discord for updates, announcements and more: 
https://discord.gg/lolnemesis

#Nemesis #yone #korea","MY BEST YONE GAME EVER ● Download Mobalytics, the all-in-one companion for League of Legends  -https://mobalytics.gg/nemesis/yt

● Follow me on social media:
https://twitch.tv/lol_nemesis
https://instagram.com/lol_nemesis
https://twitter.com/nemesis_lol

● Join my discord for updates, announcements and more: 
https://discord.gg/lolnemesis

#Nemesis #yone #korea",no
cu-HgiAEgVE,Champions Queue is a Failure,"sad 

#championsqueue #worlds","Champions Queue is a Failure sad 

#championsqueue #worlds",no
ryuYwDKJiWs,Zeus helped me get Challenger,"dumbass me went and played offstream after this and lost Challenger again 💀

● Follow me on social media:
https://twitch.tv/lol_nemesis
https://instagram.com/lol_nemesis
https://twitter.com/nemesis_lol

● Join my discord for updates, announcements and more: 
https://discord.gg/lolnemesis

#Nemesis #yone #leagueoflegends","Zeus helped me get Challenger dumbass me went and played offstream after this and lost Challenger again 💀

● Follow me on social media:
https://twitch.tv/lol_nemesis
https://instagram.com/lol_nemesis
https://twitter.com/nemesis_lol

● Join my discord for updates, announcements and more: 
https://discord.gg/lolnemesis

#Nemesis #yone #leagueoflegends",no
B1q-TtGTpuw,I had to show them how to play Yasuo,"● Follow me on social media:
https://twitch.tv/lol_nemesis
https://instagram.com/lol_nemesis
https://twitter.com/nemesis_lol

● Join my discord for updates, announcements and more: 
https://discord.gg/lolnemesis

#Nemesis #yasuo #leagueoflegends","I had to show them how to play Yasuo ● Follow me on social media:
https://twitch.tv/lol_nemesis
https://instagram.com/lol_nemesis
https://twitter.com/nemesis_lol

● Join my discord for updates, announcements and more: 
https://discord.gg/lolnemesis

#Nemesis #yasuo #leagueoflegends",no
VwmfuQ0EbUE,Humzh reacts to NEW REWORKED JUNGLE CHANGES,"Remember to leave a like and subscribe for more content! Click the bell to be notified as soon as a video goes live! 🤯

🗿 Follow my stuff! 
Twitch - http://www.twitch.tv/humzh
Twitter - https://twitter.com/humzhlol
Discord - https://discord.gg/humzh
Tiktok - https://www.tiktok.com/@humzhlol

💼 BUSINESS INQUIRIES - humzhlol@gmail.com

👑 Edited by Rivi
CONTACT - https://twitter.com/LittleKaynMain

🎨 Thumbnail by Rivi -
CONTACT - https://twitter.com/LittleKaynMain
#humzh  #leagueoflegends #draven #league #adc #adcarry #midlane #duo","Humzh reacts to NEW REWORKED JUNGLE CHANGES Remember to leave a like and subscribe for more content! Click the bell to be notified as soon as a video goes live! 🤯

🗿 Follow my stuff! 
Twitch - http://www.twitch.tv/humzh
Twitter - https://twitter.com/humzhlol
Discord - https://discord.gg/humzh
Tiktok - https://www.tiktok.com/@humzhlol

💼 BUSINESS INQUIRIES - humzhlol@gmail.com

👑 Edited by Rivi
CONTACT - https://twitter.com/LittleKaynMain

🎨 Thumbnail by Rivi -
CONTACT - https://twitter.com/LittleKaynMain
#humzh  #leagueoflegends #draven #league #adc #adcarry #midlane #duo",no
eeu50pDtvGI,Not even this cheese pick can stop me | Humzh,"Remember to leave a like and subscribe for more content! Click the bell to be notified as soon as a video goes live! 🤯

🗿 Follow my stuff! 
Twitch - http://www.twitch.tv/humzh
Twitter - https://twitter.com/humzhlol
Discord - https://discord.gg/humzh
Tiktok - https://www.tiktok.com/@humzhlol

💼 BUSINESS INQUIRIES - humzhlol@gmail.com

👑 Edited by fea
CONTACT - https://twitter.com/Feaedit

🎵 Outro: 
lvusm - long way
https://soundcloud.com/lvusm/long-wayy
#humzh  #leagueoflegends #draven #league #adc #adcarry #midlane #duo","Not even this cheese pick can stop me | Humzh Remember to leave a like and subscribe for more content! Click the bell to be notified as soon as a video goes live! 🤯

🗿 Follow my stuff! 
Twitch - http://www.twitch.tv/humzh
Twitter - https://twitter.com/humzhlol
Discord - https://discord.gg/humzh
Tiktok - https://www.tiktok.com/@humzhlol

💼 BUSINESS INQUIRIES - humzhlol@gmail.com

👑 Edited by fea
CONTACT - https://twitter.com/Feaedit

🎵 Outro: 
lvusm - long way
https://soundcloud.com/lvusm/long-wayy
#humzh  #leagueoflegends #draven #league #adc #adcarry #midlane #duo",no
1BZaOsE2jkU,You need to abuse this champion | Humzh,"Remember to leave a like and subscribe for more content! Click the bell to be notified as soon as a video goes live! 🤯

🗿 Follow my stuff! 
Twitch - http://www.twitch.tv/humzh
Twitter - https://twitter.com/humzhlol
Discord - https://discord.gg/humzh
Tiktok - https://www.tiktok.com/@humzhlol

💼 BUSINESS INQUIRIES - humzhlol@gmail.com

👑 Edited by fea
CONTACT - https://twitter.com/Feaedit

🎵 Outro: 
lvusm - long way
https://soundcloud.com/lvusm/long-wayy
#humzh  #leagueoflegends #draven #league #adc #adcarry #midlane #duo","You need to abuse this champion | Humzh Remember to leave a like and subscribe for more content! Click the bell to be notified as soon as a video goes live! 🤯

🗿 Follow my stuff! 
Twitch - http://www.twitch.tv/humzh
Twitter - https://twitter.com/humzhlol
Discord - https://discord.gg/humzh
Tiktok - https://www.tiktok.com/@humzhlol

💼 BUSINESS INQUIRIES - humzhlol@gmail.com

👑 Edited by fea
CONTACT - https://twitter.com/Feaedit

🎵 Outro: 
lvusm - long way
https://soundcloud.com/lvusm/long-wayy
#humzh  #leagueoflegends #draven #league #adc #adcarry #midlane #duo",no
PGyoMHWdeFo,How to play riven? | Humzh,"Remember to leave a like and subscribe for more content! Click the bell to be notified as soon as a video goes live! 🤯

🗿 Follow my stuff! 
Twitch - http://www.twitch.tv/humzh
Twitter - https://twitter.com/humzhlol
Discord - https://discord.gg/humzh
Tiktok - https://www.tiktok.com/@humzhlol

💼 BUSINESS INQUIRIES - humzhlol@gmail.com

👑 Edited by fea
CONTACT - https://twitter.com/Feaedit

🎵 Outro: 
lvusm - long way
https://soundcloud.com/lvusm/long-wayy
#humzh  #leagueoflegends #draven #league #adc #adcarry #midlane #duo","How to play riven? | Humzh Remember to leave a like and subscribe for more content! Click the bell to be notified as soon as a video goes live! 🤯

🗿 Follow my stuff! 
Twitch - http://www.twitch.tv/humzh
Twitter - https://twitter.com/humzhlol
Discord - https://discord.gg/humzh
Tiktok - https://www.tiktok.com/@humzhlol

💼 BUSINESS INQUIRIES - humzhlol@gmail.com

👑 Edited by fea
CONTACT - https://twitter.com/Feaedit

🎵 Outro: 
lvusm - long way
https://soundcloud.com/lvusm/long-wayy
#humzh  #leagueoflegends #draven #league #adc #adcarry #midlane #duo",no
WycLdbPos_o,NILAH IS THE MOST BROKEN CHAMP IN CHALLENGER | Humzh,"🔥
Remember to leave a like and subscribe for more content! Click the bell to be notified as soon as a video goes live! 🤯

🗿 Follow my stuff! 
Twitch - http://www.twitch.tv/humzh
Twitter - https://twitter.com/humzhlol
Discord - https://discord.gg/2syYVjw
Tiktok - https://www.tiktok.com/@humzhlol
Clips Channel -  @Humzh Clips  

💼 BUSINESS INQUIRIES - humzhlol@gmail.com

👑 Edited by saneditt
CONTACT - https://twitter.com/saneditt

🎨 Thumbnail by Kaleb -
CONTACT - https://twitter.com/KalebO__O

🎵 Outro: 
lvusm - long way
https://soundcloud.com/lvusm/long-wayy

#Humzh​​​ #LeagueofLegends​​​ #Draven","NILAH IS THE MOST BROKEN CHAMP IN CHALLENGER | Humzh 🔥
Remember to leave a like and subscribe for more content! Click the bell to be notified as soon as a video goes live! 🤯

🗿 Follow my stuff! 
Twitch - http://www.twitch.tv/humzh
Twitter - https://twitter.com/humzhlol
Discord - https://discord.gg/2syYVjw
Tiktok - https://www.tiktok.com/@humzhlol
Clips Channel -  @Humzh Clips  

💼 BUSINESS INQUIRIES - humzhlol@gmail.com

👑 Edited by saneditt
CONTACT - https://twitter.com/saneditt

🎨 Thumbnail by Kaleb -
CONTACT - https://twitter.com/KalebO__O

🎵 Outro: 
lvusm - long way
https://soundcloud.com/lvusm/long-wayy

#Humzh​​​ #LeagueofLegends​​​ #Draven",no
fGkfRsxuI54,Carrying Yassuo to Moester Tier,"hello. it is new video. i hope u like very much! big carry games with big shot 100 thieves gucci product model Moe!

https://twitch.tv/vakin
https://twitter.com/vakin_jg

thanks for watching ♥ 
More Highlight edits & Guide content soon
edited by: https://twitter.com/godlikemad

#Yassuo #Vakin #LeagueOfLegends","Carrying Yassuo to Moester Tier hello. it is new video. i hope u like very much! big carry games with big shot 100 thieves gucci product model Moe!

https://twitch.tv/vakin
https://twitter.com/vakin_jg

thanks for watching ♥ 
More Highlight edits & Guide content soon
edited by: https://twitter.com/godlikemad

#Yassuo #Vakin #LeagueOfLegends",no
kZAwAls6tss,Playing With Purpose: How to Always Know Where the enemy JG is - Challenger Jungle Tracking Guide,"Hope you found this video useful as an intro to jungle tracking and a general idea of how apply it and recognize it's many uses like & sub so I don't lose custody battle ty

https://twitch.tv/vakin
https://twitter.com/vakin_jg

thanks for watching ♥ 
More Highlight edits & Guide content soon

#Challenger #Jungling #Leagueoflegends","Playing With Purpose: How to Always Know Where the enemy JG is - Challenger Jungle Tracking Guide Hope you found this video useful as an intro to jungle tracking and a general idea of how apply it and recognize it's many uses like & sub so I don't lose custody battle ty

https://twitch.tv/vakin
https://twitter.com/vakin_jg

thanks for watching ♥ 
More Highlight edits & Guide content soon

#Challenger #Jungling #Leagueoflegends",no
I_wL0Z1aGG0,Season 11 Challenger Viego Jungle Guide - Vakin,"In this guide I talk about everything I've learned from playing this incredible character and try to give you the tools you need to them up and master Viego

https://www.twitch.tv/vakin
https://twitter.com/Vakin_jg

thanks for watching ♥ 
More Highlight edits & Guide content soon

#Viego #Challenger #LeagueOfLegends","Season 11 Challenger Viego Jungle Guide - Vakin In this guide I talk about everything I've learned from playing this incredible character and try to give you the tools you need to them up and master Viego

https://www.twitch.tv/vakin
https://twitter.com/Vakin_jg

thanks for watching ♥ 
More Highlight edits & Guide content soon

#Viego #Challenger #LeagueOfLegends",no
aj8wIDyhGhI,Playing With Purpose: How to NEVER throw your leads again!,"In this guide I show you a taste of the indepth decision making that goes into  controlling the outcomes of your games by knowing how to press your own advantages to their furthest and never again lose games that you should be winning.

https://twitch.tv/vakin
https://twitter.com/vakin_jg

thanks for watching ♥ 
More Highlight edits & Guide content soon

#Challenger #Jungling #LeagueOfLegends","Playing With Purpose: How to NEVER throw your leads again! In this guide I show you a taste of the indepth decision making that goes into  controlling the outcomes of your games by knowing how to press your own advantages to their furthest and never again lose games that you should be winning.

https://twitch.tv/vakin
https://twitter.com/vakin_jg

thanks for watching ♥ 
More Highlight edits & Guide content soon

#Challenger #Jungling #LeagueOfLegends",no
UBCaYwCmmQ0,So I accidentally invented a new Gragas build...,"invented a new Gragas build that makes him not completely useless obese fat champion with no use. Completely nuke your opponents with these new items and get 1k AP with ease :3

https://twitch.tv/vakin
https://twitter.com/vakin_jg

thanks for watching ♥ 
More Highlight edits & Guide content soon
edited by: https://twitter.com/godlikemad

#Vakin #Gragas #LeagueOfLegends","So I accidentally invented a new Gragas build... invented a new Gragas build that makes him not completely useless obese fat champion with no use. Completely nuke your opponents with these new items and get 1k AP with ease :3

https://twitch.tv/vakin
https://twitter.com/vakin_jg

thanks for watching ♥ 
More Highlight edits & Guide content soon
edited by: https://twitter.com/godlikemad

#Vakin #Gragas #LeagueOfLegends",no
5xIIt6o5ncQ,TYLER1: SO KARTHUS SUPPORT IS A THING,"If you enjoyed, please be sure to comment ""hehe xd"" and like the video. 🌚 Thank you 💙
I'm streaming EVERYDAY:  https://www.twitch.tv/loltyler1/
►SUBSCRIBE to my channel for more videos: https://goo.gl/pqlICI

00:00 intro
03:09 warm up 
09:00 karthus sp
19:32 karthus sp
28:41 outro


Follow me here:
► Twitch - https://www.twitch.tv/loltyler1
► Instagram - https://www.instagram.com/tyler1_alpha
► Twitter - https://twitter.com/loltyler1
► Merch - http://www.loltyler1.com/","TYLER1: SO KARTHUS SUPPORT IS A THING If you enjoyed, please be sure to comment ""hehe xd"" and like the video. 🌚 Thank you 💙
I'm streaming EVERYDAY:  https://www.twitch.tv/loltyler1/
►SUBSCRIBE to my channel for more videos: https://goo.gl/pqlICI

00:00 intro
03:09 warm up 
09:00 karthus sp
19:32 karthus sp
28:41 outro


Follow me here:
► Twitch - https://www.twitch.tv/loltyler1
► Instagram - https://www.instagram.com/tyler1_alpha
► Twitter - https://twitter.com/loltyler1
► Merch - http://www.loltyler1.com/",no
n58Y3dla0q4,TYLER1: MOST ENJOYABLE GAME IN FOUR DAYS,"If you enjoyed, please be sure to comment ""hehe xd"" and like the video. 🌚 Thank you 💙
I'm streaming EVERYDAY:  https://www.twitch.tv/loltyler1/
►SUBSCRIBE to my channel for more videos: https://goo.gl/pqlICI

00:00 intro
06:17 draven ad
18:53 sivir 1v9
25:12 pyke sp
30:08 outro

Follow me here:
► Twitch - https://www.twitch.tv/loltyler1
► Instagram - https://www.instagram.com/tyler1_alpha
► Twitter - https://twitter.com/loltyler1
► Merch - http://www.loltyler1.com/","TYLER1: MOST ENJOYABLE GAME IN FOUR DAYS If you enjoyed, please be sure to comment ""hehe xd"" and like the video. 🌚 Thank you 💙
I'm streaming EVERYDAY:  https://www.twitch.tv/loltyler1/
►SUBSCRIBE to my channel for more videos: https://goo.gl/pqlICI

00:00 intro
06:17 draven ad
18:53 sivir 1v9
25:12 pyke sp
30:08 outro

Follow me here:
► Twitch - https://www.twitch.tv/loltyler1
► Instagram - https://www.instagram.com/tyler1_alpha
► Twitter - https://twitter.com/loltyler1
► Merch - http://www.loltyler1.com/",no
4War0RtSHR4,TYLER1: NOT READING THIS PATCH NOTES IS BETTER FOR MY MENTAL,"If you enjoyed, please be sure to comment ""hehe xd"" and like the video. 🌚 Thank you 💙
I'm streaming EVERYDAY:  https://www.twitch.tv/loltyler1/
►SUBSCRIBE to my channel for more videos: https://goo.gl/pqlICI

00:00 intro
03:10 patch notes
11:33 ez 1v9
20:06 olaf top
25:36 chogath top
32:16 outro

Follow me here:
► Twitch - https://www.twitch.tv/loltyler1
► Instagram - https://www.instagram.com/tyler1_alpha
► Twitter - https://twitter.com/loltyler1
► Merch - http://www.loltyler1.com/","TYLER1: NOT READING THIS PATCH NOTES IS BETTER FOR MY MENTAL If you enjoyed, please be sure to comment ""hehe xd"" and like the video. 🌚 Thank you 💙
I'm streaming EVERYDAY:  https://www.twitch.tv/loltyler1/
►SUBSCRIBE to my channel for more videos: https://goo.gl/pqlICI

00:00 intro
03:10 patch notes
11:33 ez 1v9
20:06 olaf top
25:36 chogath top
32:16 outro

Follow me here:
► Twitch - https://www.twitch.tv/loltyler1
► Instagram - https://www.instagram.com/tyler1_alpha
► Twitter - https://twitter.com/loltyler1
► Merch - http://www.loltyler1.com/",no
tW4Hpk7Hx_g,TYLER1: OH NO WILLIAM !!! HE GONNA DO IT XD,"If you enjoyed, please be sure to comment ""hehe xd"" and like the video. 🌚 Thank you 💙
I'm streaming EVERYDAY:  https://www.twitch.tv/loltyler1/
►SUBSCRIBE to my channel for more videos: https://goo.gl/pqlICI

00:00 intro
03:14 draven 1v9
09:17 brand bot
14:42 brand bot 1v9
22:18 replay
23:04 outro

Follow me here:
► Twitch - https://www.twitch.tv/loltyler1
► Instagram - https://www.instagram.com/tyler1_alpha
► Twitter - https://twitter.com/loltyler1
► Merch - http://www.loltyler1.com/","TYLER1: OH NO WILLIAM !!! HE GONNA DO IT XD If you enjoyed, please be sure to comment ""hehe xd"" and like the video. 🌚 Thank you 💙
I'm streaming EVERYDAY:  https://www.twitch.tv/loltyler1/
►SUBSCRIBE to my channel for more videos: https://goo.gl/pqlICI

00:00 intro
03:14 draven 1v9
09:17 brand bot
14:42 brand bot 1v9
22:18 replay
23:04 outro

Follow me here:
► Twitch - https://www.twitch.tv/loltyler1
► Instagram - https://www.instagram.com/tyler1_alpha
► Twitter - https://twitter.com/loltyler1
► Merch - http://www.loltyler1.com/",no
cN1ML53SuD8,TYLER1: ALWAYS HAS TO PERFORMED,"If you enjoyed, please be sure to comment ""hehe xd"" and like the video. 🌚 Thank you 💙
I'm streaming EVERYDAY:  https://www.twitch.tv/loltyler1/
►SUBSCRIBE to my channel for more videos: https://goo.gl/pqlICI

00:00 intro
03:33 ez 1v9
12:35 twitch ad
23:25 replay
26:05 amumu 1v9
35:40 outro 

Follow me here:
► Twitch - https://www.twitch.tv/loltyler1
► Instagram - https://www.instagram.com/tyler1_alpha
► Twitter - https://twitter.com/loltyler1
► Merch - http://www.loltyler1.com/","TYLER1: ALWAYS HAS TO PERFORMED If you enjoyed, please be sure to comment ""hehe xd"" and like the video. 🌚 Thank you 💙
I'm streaming EVERYDAY:  https://www.twitch.tv/loltyler1/
►SUBSCRIBE to my channel for more videos: https://goo.gl/pqlICI

00:00 intro
03:33 ez 1v9
12:35 twitch ad
23:25 replay
26:05 amumu 1v9
35:40 outro 

Follow me here:
► Twitch - https://www.twitch.tv/loltyler1
► Instagram - https://www.instagram.com/tyler1_alpha
► Twitter - https://twitter.com/loltyler1
► Merch - http://www.loltyler1.com/",no
d-s3K6FWano,"leaking the ""secret hidden Chinese tech""","riot games will be onto me for this one, this super secret hidden league of legends epic warwick syndra tech from china is insane

FOLLOW ME
SECOND CHANNEL: https://www.youtube.com/channel/UCOni...
TWITCH: https://www.twitch.tv/Sanchovies
TWITTER:  https://twitter.com/Sanchovies

Editor stuff, come flame me or whatever.
https://twitter.com/Grapfic
https://twitch.tv/Grapfic


Thumbnail by Kaleb:
TWITTER: https://twitter.com/KalebO__O

#LeagueOfLegends #Sanchovies #RatIrl","leaking the ""secret hidden Chinese tech"" riot games will be onto me for this one, this super secret hidden league of legends epic warwick syndra tech from china is insane

FOLLOW ME
SECOND CHANNEL: https://www.youtube.com/channel/UCOni...
TWITCH: https://www.twitch.tv/Sanchovies
TWITTER:  https://twitter.com/Sanchovies

Editor stuff, come flame me or whatever.
https://twitter.com/Grapfic
https://twitch.tv/Grapfic


Thumbnail by Kaleb:
TWITTER: https://twitter.com/KalebO__O

#LeagueOfLegends #Sanchovies #RatIrl",no
